sid,title,group_name,datelocation,year,month,mid,name,year:1,nbr_sessions,instruments
R58827,,,"Chicago, July 31, 1946",1946,July,34853,Richard Fox,1946,5,
R25637,,,"New York, November 6, 1935",1935,November,6161,Vic Dickenson,1935,386,tb
R85973,,Vic Lewis And His Orchestra,"London, January 25, 1949",1949,January,99049,Ken Thorne,1949,46,arr
R99848,,,"New York, October 21, 1952",1952,October,17105,Bernie Kaufman,1952,55,as
R126801,,Rhythm Makers (Art Shaw And His New Music),"Thesaurus transcriptions, New York, April 29, 1937",1937,April,480,Artie Shaw,1937,304,"cl,arr"
R208743,,Storyville Creepers,"Stockholm, August 8, 1955",1955,August,60475,Anders Langlet,1955,5,
R145714,,Ray Vasquez And His Be-Boppers,"Los Angeles, late 1947",1947,,194837,Reyes Gaglio,1947,1,b
R147966,,,"Basel, October, 1942",1942,October,8900,Paul Linder,1942,31,
R134337,Dixieland On Location,Rex Stewart And His Dixielanders,"Boston, June, 1953",1953,June,34282,John Field,1953,43,b
R126793,,Art Shaw And His Orchestra,"New York, August 6, 1936",1936,August,131868,Sam Persoff,1936,10,viola
R64346,,Ted Heath And His Music,"London, September 9, 1953",1953,September,17773,Ronnie Verrell,1953,205,d
R84332,,Julia Lee Acc By Jay McShann's Kansas City Stompers,"Kansas City, November 1, 1944",1944,November,98063,Julia Lee,1944,27,vcl
R50163,,Ralph Flanagan And His Orchestra,"Hollywood, January 15, 1951",1951,January,69622,Peggy King,1951,31,
R22518,,Philippe Brun And His Swing Band,"Paris, March 8, 1938",1938,March,38651,Andre Cornille,1938,11,tp
R160213,,Earl Bostic and his Orchestra,"New York, c. March 1946",1946,March,2333,Jimmy Shirley,1946,75,g
R108735,,Tony Pastor And His Orchestra,"New York, September 23, 1940",1940,September,476,Charles Trotta,1940,56,tp
R141814,,,"Stockholm, March 27, 1944",1944,March,6236,Charles Redland,1944,59,as
R115628,Jimmy Raney Quintet,,"Hackensack, N.J., February 18, 1955",1955,February,2968,Jimmy Raney,1955,199,g
R146292,,Joe Venuti And His Orchestra,"Los Angeles, June, 1949",1949,June,78266,Tito Guidotti,1949,3,accor
R48092,The Tal Farlow Album,,"New York, June 2, 1954",1954,June,5428,Joe Morello,1954,210,d
R109590,Jazz And Romantic Places,,"Hollywood, CA, April 21, 1955",1955,April,10177,Ray Sims,1955,233,tb
R71478,,Nat Jaffe Trio,"New York, December 21, 1944",1944,December,8752,Remo Palmieri,1944,84,g
R7062,,Georgie Auld And His Orchestra,"New York, June 14, 1946",1946,June,14861,Gene Zanoni,1946,34,as
R183979,,,"Buenos Aires, December 13, 1954",1954,December,168580,... Corvini,1954,1,
R38086,,Wild Bill Davison with Percy Faith and His Orchestra,"New York, July 19, 1955",1955,July,57561,Dick Dickler,1955,2,
R26744,,,"New York, 1949",1949,,9764,Fred Guy,1949,456,g
R76880,,,"Milan, May 7, 1953",1953,May,50412,Boris Morelli,1953,5,b
R100843,,Jimmy Mundy And His Orchestra,"Los Angeles, 1947",1947,,54424,Harry Parr Jones,1947,22,tp
R158144,,,"London, November 19, 1935",1935,November,198029,Don Stutley,1935,52,b
R92998,,Murray McEachern And His AFRS Orchestra,"AFRS Swingtime, Hollywood, CA, c. 1945",1945,,27343,"Arthur ""Skeets"" Herfurt",1945,288,
R10372,,,"Broadcast ""Palomar Ballroom"", Hollywood, c. August 31, 1939",1939,August,14322,Lyman Vunk,1939,93,
R166235,,Eddie Condon Jam Session,"TV-cast, New York, June 11, 1949",1949,June,5146,Jack Lesberg,1949,287,b
R43010,,,"New York, July 23, 1941",1941,July,20310,Dave Hallet,1941,14,
R127008,,,"Los Angeles, 7:30pm-12:30am, June 25, 1946",1946,June,12722,Nick Pisani,1946,91,
R95734,,,"Los Angeles, January 4, 1950",1950,January,6162,Willie Smith,1950,483,ts
R143099,,Frankie Trumbauer Orchestra,"New York, February 22, 1940",1940,February,25905,Frankie Trumbauer,1940,223,"reeds,vcl"
R53542,,,"London, May 25, 1939",1939,May,44144,Sid Heiger,1939,27,d
R12456,,Sidney Bechet Avec Andre Reweliotty & Son Orchestre,"Paris, March 11, 1954",1954,March,23373,Michel Pacout,1954,31,d
R149108,,Michel Warlop Et Son Orchestre,"Paris, December 21, 1937",1937,December,77595,Andre Lamory,1937,9,as
R88641,,Humphrey Lyttelton And His Band,"London, February 26, 1952",1952,February,23387,Wally Fawkes,1952,143,"cl,b-cl-1"
R1115,,,"Paris, June, 1935",1935,June,2810,Max Roche,1935,25,tp
R188988,,,"New York, c. December 1946",1946,December,20297,Harold Hahn,1946,55,d
R47388,Dixieland Jazz At The Walker Art Center 1953,,"Minneapolis, MN, August 20, 1953",1953,August,66684,Loren Helberg,1953,10,cl
R41735,,Tommy Dorsey And His Orchestra,"New York, February 17, 1937",1937,February,33244,Gene Traxler,1937,162,b
R28456,Bill Challis And His Orchestra 1936,,"World transcription recording studio, New York, February 24, 1936",1936,February,17057,Jack Jenney,1936,102,
R129603,"Boogie Woogie On The ""88""",,"Los Angeles, August 25, 1955",1955,August,76778,Thelma Gracen,1955,4,vcl
R7059,,Georgie Auld And His Orchestra,"New York, January 15, 1946",1946,January,14856,Manny Fox,1946,7,
R108956,,Patrick Et Son Orchestre,"Paris, June 17, 1935",1935,June,2826,Alex Renard,1935,52,
R127004,,,"Los Angeles, 6:30pm, April 30, 1946",1946,April,131914,William Bloom,1946,1,vln
R175676,,,"Brisbane, August 3, 1950",1950,August,36858,Eric Wynne,1950,1,b
R71415,,Illinois Jacquet And His Orchestra,"New York, December 13, 1954",1954,December,8972,Leo Parker,1954,37,bar
R132295,,Muggsy Spanier And His V-Disc Jazz Band,"New York, October 22, 1945",1945,October,14867,Hy White,1945,161,g
R108760,,,"Chicago, July 31, 1942",1942,July,118769,Bob Aecher,1942,2,
R41472,,Jimmy Dorsey And His Orchestra,"New York, May 26, 1939",1939,May,17018,Herbie Haymer,1939,174,ts
R127026,,Artie Shaw And His Orchestra,"New York, April 4, 1950",1950,April,4660,Eddie Bert,1950,339,
R13115,,,"Chicago, December, 1954",1954,December,24532,Al Belletto,1954,21,"as,bar"
R64279,,Ted Heath And His Music,"London, February 8, 1944",1944,February,44149,Arthur Mouncey,1944,21,
R90336,,,"New York, July 5, 1935",1935,July,17081,Sid Weiss,1935,335,b
R24227,,,"New York, May 17, 1940",1940,May,12645,Joe Bushkin,1940,260,p
R129569,,,"Concert ""London Palladium"", London, November 3, 1952",1952,November,47179,Maurice Chevalier,1952,4,
R20136,,,"Paris, 1955-56",1955,,35973,Aaron Bridgers,1955,3,p
R88939,Mucho Macho,Machito And His Afro/Cuban Salseros,"New York, December, 1949",1949,December,22496,Mario Bauza,1949,82,
R85986,,Vic Lewis And His Orchestra,"Broadcast, AFN, Frankfurt, Germany, September 11, 1951",1951,September,17771,Ronnie Chamberlain,1951,211,"cl,as,sop"
R146420,,Georg Vernon & Co.,"Stockholm, September 11, 1941",1941,September,271,Thore Jederby,1941,234,b
R63961,,,"Los Angeles, c. 1949",1949,,4506,Teddy Bunn,1949,82,g
R134298,,Rex Stewart And His Fifty-Second Street Stompers,"Hollywood, CA, December 16, 1936",1936,December,9762,Harry Carney,1936,1065,"cl,bar"
R94253,,,"Chicago, November 13, 1946",1946,November,1248,Jay McShann,1946,162,p
R126910,,,"Burns & Allen radio show, Hollywood, CA, July 1, 1940",1940,July,20470,Allan Harshman,1940,78,
R141660,,Mel Torme With Hal Mooney & His Orchestra,"Hollywood, CA, November 16, 1947",1947,November,6393,Al Hendrickson,1947,490,g
R153317,,,"Vienna, December 8, 1947",1947,December,96710,Catherine Essex,1947,4,vcl
R31657,,Nat King Cole Acc By The Stan Kenton Band,"Los Angeles, August 16, 1950",1950,August,10982,Bob Fitzpatrick,1950,225,
R93555,,,"New York, December 28, 1948",1948,December,7083,Mundell Lowe,1948,361,g
R127035,,Artie Shaw And His Orchestra,"New York, October 5, 1950",1950,October,83981,John Fulton,1950,4,woodwinds
R123454,,Red Saunders & His Orchestra,"Chicago, January 21, 1953",1953,January,21739,John Avant,1953,43,tb
R150482,,Frank J. Orford Acc By Teddy Weatherford And His Band,"Calcutta, India, c. February 1944",1944,February,116675,Frank Orford,1944,2,vcl
R85966,,,"BBC Broadcast ""Light Programme"", London, (evening), May 5, 1948",1948,May,56447,Jimmy Wilson,1948,31,tb
R26160,,,"Brussels, November 25, 1937",1937,November,35628,Georges Clais,1937,57,
R40639,,Johnny Dodds And His Orchestra,"Chicago, June 5, 1940",1940,June,12402,Baby Dodds,1940,148,d
R29679,,,"London, September 28, 1952",1952,September,10463,Nevil Skrimshire,1952,102,g
R22908,,,"London, October 5, 1936",1936,October,39274,Dave Raskin,1936,1,
R32860,,Eddie Condon Blue Network Show 16 (AFRS 14),"Broadcast ""Town Hall"", New York, September 2, 1944",1944,September,6834,Edmond Hall,1944,259,cl
R85943,,Vic Lewis And His Sextet,"from private recordings, London, January 5, 1946",1946,January,17771,Ronnie Chamberlain,1946,211,"cl,as,sop"
R55040,Good Bait,Dizzy Gillespie And His Orchestra,"AFRS Jubilee 313, New York, c. late December 1948",1948,December,2476,Cecil Payne,1948,193,bar
R140357,,Claude Thornhill And His Orchestra,"Lang-Worth transcriptions, New York, July 8, 1941",1941,July,69767,Bob Sprentall,1941,16,tp
R138602,,Jack Teagarden And His Orchestra,"Standard transcriptions, Los Angeles, March 13, 1945",1945,March,139170,Charles Gilruth,1945,2,g
R86433,,,"Stockholm, August, 1935",1935,August,6238,Stig Holm,1935,137,p
R136515,,Swede Starband,"Stockholm, April 21, 1950",1950,April,273,Carl-Henrik Norin,1950,156,ts
R30829,,The Clooney Sisters,"Los Angeles, June 20, 1945",1945,June,49067,Betty Clooney,1945,18,vcl
R126997,,Artie Shaw And His Orchestra,"Radio show ""Spotlight Bands"", Naval Hospital, San Diego, CA, September 12, 1945",1945,September,20292,Bob Swift,1945,80,tb
R32545,,Ken Colyer's Skiffle Group,"London, July 28, 1955",1955,July,47790,Bill Colyer,1955,22,wbd
R148674,,,"New York, March 20, 1941",1941,March,43556,Cedric Wallace,1941,64,b
R107688,,,"Chicago, December, 1952",1952,December,6799,Russell Procope,1952,679,as
R104306,,,"Stockholm, January 17, 1953",1953,January,273,Carl-Henrik Norin,1953,156,
R113597,,Louis Prima And His Orchestra,"V-Disc recording session, New York, May 17, 1945",1945,May,122021,Vinny Owens,1945,2,d
R32906,,,"New York, August 5, 1947",1947,August,10125,Bobby Hackett,1947,441,
R117394,A Drowsy Old Riff,Alvino Rey And His Orchestra,"New York, November 1940 to late 1948",1940,November,66289,Ed Kiefer,1940,111,tb
R5691,,,"NBC radio ""Fleischmann Yeast Show"", New York, May 28, 1937",1937,May,6781,Charlie Holmes,1937,103,
R93495,,,"New York, April 3, 1936",1936,April,10129,Dave Barbour,1936,192,g
R121348,,,"New York, October 11, 1954",1954,October,127894,Stan Paley,1954,1,
R129588,,Freddie Slack And His Orchestra,"Los Angeles, November 24, 1943",1943,November,37864,Margaret Whiting,1943,25,vcl
R18982,,,"New York, June, 1947",1947,June,10860,Chris Griffin,1947,380,
R127037,,June Hutton/Artie Shaw's Gramercy Five,"New York, January 30, 1951",1951,January,6184,Bob Haggart,1951,584,b
R41540,,Jimmy Dorsey And His Orchestra,"CBS radio broadcast, ""Cafe Rouge, Hotel Pennsylvania"", New York, March 20, 1943",1943,March,20204,Sonny Lee,1943,181,
R66147,,The Eddie Heywood Combo,"Hollywood, CA, January 29, 1945",1945,January,6161,Vic Dickenson,1945,386,
R119771,Jazz Superstars,Shorty Rogers And His Big Band,"Live ""Rendezvous Ballroom"", Balboa Beach, CA, July 11, 1953",1953,July,4315,Chuck Flores,1953,90,d
R7747,,,"Stockholm, May 26, 1941",1941,May,11981,Alice Babs,1941,126,vcl
R64559,,Neal Hefti And His Orchestra,"New York, December 27, 1951",1951,December,54494,Al Pellegrini,1951,31,p
R56621,,Benny Goodman Quartet,"Camel Caravan broadcast, New York, March 9, 1937",1937,March,495,Gene Krupa,1937,607,d
R133890,Eight For Kicks,Lou Stein's Six,"New York, 1954",1954,,7355,Aaron Bell,1954,204,b
R29466,,George Chisholm And His Jive Five,"London, October 12, 1938",1938,October,47470,Dudley Barber,1938,7,d
R120667,,Hubert Rostaing Et Son Orchestre,"Paris, March 16, 1943",1943,March,127230,Al Rigeon,1943,2,ts
R21936,,,"New York, April 10, 1953",1953,April,2134,Harry Van Walls Orchestra,1953,26,p
R83626,,,"Los Angeles, February 21, 1950",1950,February,5541,Rico Vallese,1950,5,tp
R41624,,Jimmy Dorsey And His Orchestra,"New York, January 8, 1947",1947,January,61729,Norman Stern,1947,15,as
R96044,,Glenn Miller And His Orchestra,"New York, September 25, 1939",1939,September,25092,Ray Eberle,1939,363,
R121621,,Rushton's California Ramblers,"Los Angeles, December 15, 1945",1945,December,45199,Chuck Mackey,1945,10,cnt
R65277,,Mel Henke And His Orchestra,"Los Angeles, 1948",1948,,82493,Jimmy Briggs,1948,4,fl
R106950,Start To Jump Because It's Jubilee,,"AFRS Jubilee #152, Hollywood, CA, October 15, 1945",1945,October,4990,Curtis Counce,1945,111,b
R72296,,,"London, October 24, 1945",1945,October,17701,Harry Roche,1945,61,
R96049,,Glenn Miller And His Orchestra,"NBC Broadcast ""Meadowbrook"", Cedar Grove, N.J., November 16, 1939",1939,November,26544,Joe Lippman,1939,169,
R113574,,Louis Prima and his New Orleans Gang,"Los Angeles, March 20, 1937",1937,March,13162,George Moore,1937,11,as
R130237,,,"Los Angeles, March 4, 1947",1947,March,2325,George Washington,1947,142,tb
R190283,,Torben Ulrich's Blue Note Jazz Band,"Denmark, 1955",1955,,175140,Terkild Vinding,1955,1,p
R79834,,,"Berlin, October 31, 1942",1942,October,94124,Evi Marlen,1942,6,
R38246,,,"Brussels, January, 1942",1942,January,42998,Andre Mersch,1942,32,g
R4849,,Ray Anthony And His Orchestra,"New York, June 10, 1953",1953,June,10869,Dale Turner,1953,9,tp
R9920,,,"Paris, 1944",1944,,546,Jean Fourmanoir,1944,18,
R4054,,,"Houston, c. 1948",1948,,9252,Oma Galloway,1948,1,p
R61421,Accent On Clarinet,,"New York, late 1954",1954,,4268,Oscar Pettiford,1954,400,b
R117538,,,"Cincinnati, June 20, 1953",1953,June,90794,Charlie Hooks,1953,3,tp
R166231,,Eddie Condon Jam Session,"TV-cast, New York, March 12, 1949",1949,March,5146,Jack Lesberg,1949,287,b
R93178,,,"New York, June 27, 1951",1951,June,5608,John Collins,1951,166,g
R69963,,Jack Hylton And His Orchestra,"London, August 24, 1936",1936,August,18569,Jock Cummings,1936,133,d
R63303,,,"New York, December 18, 1947",1947,December,81134,Jerry Burshard,1947,1,tb
R108258,,,"New York, September 28, 1950",1950,September,6882,Marty Napoleon,1950,104,p
R153665,,Lee Wiley Acc By Bud Freeman And His Summa Cum Laude Orchestra,"Broadcast, Panther Room, Hotel Sherman, Chicago, IL, May 16, 1940",1940,May,6887,Pee Wee Russell,1940,302,cl
R65616,,,"New York, March 29, 1944",1944,March,2538,Budd Johnson,1944,388,
R58229,,Norman Granz Jam Session,"Hollywood, CA, October 30, 1954",1954,October,1305,Herb Ellis,1954,428,g
R44840,,,"New York, March 3, 1938",1938,March,9758,Juan Tizol,1938,583,
R108795,,Tony Pastor And His Orchestra,"New York, December 22, 1947",1947,December,10855,Bill Cronk,1947,129,b
R55600,,,"Los Angeles, February 28, 1952",1952,February,75172,James Peterson,1952,1,maraccas
R126958,,Artie Shaw And His Orchestra,"New York, September 2, 1941",1941,September,14879,Mike Bryan,1941,132,g
R129551,,Paul Fenoulhet With The Skyrockets Dance Orchestra,"London, July 5, 1946",1946,July,92059,Frank Orchard,1946,11,
R127031,,Artie Shaw And His Orchestra,"New York, May 31, 1950",1950,May,61986,Don Cherry,1950,5,
R62727,,,"London, November 27, 1936",1936,November,2884,Albert Harris,1936,56,
R112600,,,"Sydney, October/November, 1946",1946,October,29923,Bob Cruickshanks,1946,31,cl
R75163,,,"Chicago, May 19, 1938",1938,May,90827,The Yas Yas Girl,1938,22,vcl
R158387,,,"V-Disc recording session, New York, July 18, 1945",1945,July,6162,Willie Smith,1945,483,
R126961,,Artie Shaw And His Orchestra,"Chicago, IL, October 30, 1941",1941,October,17865,Fred Norman,1941,141,
R38475,,Ken Dean's Hot Seven,"Concert ""Lansdowne Assembly Hall"", Toronto, December 2, 1948",1948,December,1455,Michael Snow,1948,51,p
R10413,,,"New York, October 21, 1943",1943,October,20293,Ed Fromm,1943,40,tb
R108437,,,"London, December 12, 1953",1953,December,39674,Bob Burns,1953,53,
R157518,,,"Milan, April, 1955",1955,April,152794,Gianni Vailati,1955,2,d
R148076,,,"New York, February, 1945",1945,February,147341,Jerry Wald,1945,16,cl
R96950,,,"Los Angeles, December 30, 1947",1947,December,108022,Cliff Noels,1947,3,as
R133097,,The Royal Air Force Squadronaires Directed By Leslie Holmes,"London, May 3, 1940",1940,May,135269,Eric Cook,1940,1,tb
R65576,,Woody Herman And His Orchestra,"New York, September 9, 1940",1940,September,17089,Woody Herman,1940,496,"cl,as,vcl"
R125103,,Raymond Scott And His New Orchestra,"New York, October 18, 1939",1939,October,405,Dave Harris,1939,88,ts
R201490,,Eddie Brunner & The Original Teddies,"Zurich, July 1941",1941,July,38665,Ernst Hollerhagen,1941,146,
R44924,,Duke Ellington And His Orchestra,"Standard transcriptions, Hollywood, CA, September 17, 1941",1941,September,9762,Harry Carney,1941,1065,"bar,cl,b-cl"
R68156,Harlem 1935,Claude Hopkins And His Orchestra,"New York, November, 1935",1935,November,84396,Bob Sylvester,1935,3,arr
R159514,,Ralph Zurn Mit Seinem Grossen Tanzorchester,"Berlin, November, 1948",1948,November,154307,Heinz Kania,1948,1,p
R146845,,Mitti Viljanen Ensemble,"Helsinki, September, 1952",1952,September,69133,Leo Kahkonen,1952,14,cl
R71889,,Harry James And His Orchestra,"New York, December 30, 1941",1941,December,58515,Helen Forrest,1941,211,
R24839,Hot Versus Cool,Bobby Byrne And His NBC Dixieland Band,"New York, June, 1953",1953,June,5289,Kai Winding,1953,359,tb
R55624,,Tyree Glenn Acc By Bill Doggett Trio,"New York, 1951",1951,,6873,Tyree Glenn,1951,309,"tb,vib"
R5402,,,"Stockholm, February 1, 1940",1940,February,11987,Nils Gustafsson,1940,7,
R31576,,,"AFRS, Hollywood, August 3, 1945",1945,August,43250,Nat King Cole,1945,218,"vcl,p"
R191018,,Bob Wills & His Texas Playboys,"Dallas, TX, June 7, 1937",1937,June,95566,Ray de Geer,1937,6,"cl,ts"
R33237,House Of Sounds : Willis Conover Presents THE Orchestra,,"New York, August 21, 1953",1953,August,7536,Johnny Mandel,1953,139,
R12713,,,"Prague, February 14, 1945",1945,February,23852,Mirek Vrba,1945,11,d
R82866,,,"New York, March, 1952",1952,March,64675,Morris Lane,1952,33,ts
R124952,,Hazel Scott With Toots Camarata's Orchestra,"New York, March 22, 1945",1945,March,9874,Leonard Gaskin,1945,158,b
R84030,,,"New York, November, 1952",1952,November,7086,George Barnes,1952,207,
R55106,,Dizzy Gillespie And His Orchestra,"New York, September 12, 1955",1955,September,6803,Hilton Jefferson,1955,205,
R41636,Cataline Interlude (film short in color),,"Paramount film soundtrack, Hollywood, CA, early 1948",1948,,13027,Nappy Lamare,1948,310,"g,vcl"
R58552,,,"Hollywood, May 18, 1950",1950,May,5787,Joe Mondragon,1950,479,
R38287,,,"Zurich, December 16, 1942",1942,December,38783,Rene Bertschi,1942,11,b
R78381,Berlin 1953,Stan Kenton And His Orchestra,"Concert, Berlin, Germany, August 27, 1953",1953,August,4368,Conte Candoli,1953,586,
R165590,Cafe Society Concert,Jam Session At Carnegie Hall,"Live ""Carnegie Hall"", New York, April 23, 1941",1941,April,6742,Buck Clayton,1941,467,
R85986,,Vic Lewis And His Orchestra,"Broadcast, AFN, Frankfurt, Germany, September 11, 1951",1951,September,48776,Kathy Stobart,1951,54,"ts,vcl"
R73824,,,"Stockholm, 1950",1950,,271,Thore Jederby,1950,234,b
R127024,,Artie Shaw And His Orchestra,"New York, January 6, 1950",1950,January,16208,Dale Pierce,1950,110,
R61274,,,"Vienna, May 28, 1951",1951,May,79428,Gretl Schorg,1951,41,
R104262,,Theo Nordhaus Und Sein Orchester,"Vienna, December, 1948",1948,December,10405,Meg Tevelian,1948,234,g
R8791,,,"New York, July 14, 1955",1955,July,6568,Dave McRae,1955,89,bar
R121045,,Harry Roy And His Orchestra,"London, November 10, 1937",1937,November,54175,Tommy Venn,1937,25,g
R142458,,,"New York, June 17, 1954",1954,June,15203,Freddie Washington,1954,30,p
R127036,,Don Cherry/Artie Shaw/Sy Oliver,"New York, January 25, 1951",1951,January,12784,Sandy Block,1951,67,b
R98457,,,"Melbourne, August 15, 1944",1944,August,13307,"Don ""Pixie"" Roberts",1944,122,cl
R112906,,,"Broadcast ""Birdland"", New York, September 19, 1953",1953,September,3371,Art Taylor,1953,313,d
R173965,Bluesiana,,"Chicago, 1940",1940,,88036,Bud Hunter,1940,3,ts
R140395,,Claude Thornhill And His Orchestra,"New York, December 15, 1947",1947,December,58769,Gene Williams,1947,24,vcl
R65279,Dig Mel Henke,,"Los Angeles, November 15 & 19, 1954",1954,November,12718,Mel Henke,1954,19,p
R59536,,Marty Grosz And The Cellar Boys,"New York, June 6, 1951",1951,June,6785,Pops Foster,1951,296,b
R150952,,Tanzorchester Heinz Wehner,"Berlin, January 5, 1938",1938,January,148933,Heinz Wehner Quartet,1938,5,vcl
R65646,,,"V Disc Session, Vanderbilt Theater, New York, January 24, 1945",1945,January,82733,Marjorie Hyams,1945,39,vib
R187014,,,"Broadcast, NBC studios, Hollywood, CA, early 1943",1943,,44395,Joan Blondell,1943,2,mc
R99377,,Chauncey Morehouse And His Swing Six,"New York, June 1, 1937",1937,June,18173,George Brunies,1937,197,tb
R55071,,Dizzy Gillespie Quartet/Quintet,"Live ""Theatre des Champs-Elysees"", Paris, France, April 6, 1952",1952,April,5737,Arnold Ross,1952,199,p
R107955,,Charlie Parker With Dizzy Gillespie And His Orchestra,"Live ""Pershing Ballroom"", Chicago, August, 1948",1948,August,74809,"James ""Hen Gates"" Foreman",1948,26,p
R145262,,Art Van Damme Quintet,"Los Angeles, c. May 1947",1947,May,49985,Dinning Sisters,1947,4,vcl
R74493,,Budd Johnson All Stars,"New York, September, 1951",1951,September,2479,J.J. Johnson,1951,368,tb
R115588,,Amanda Randolph And Her Orchestra,"New York, October 8, 1936",1936,October,27563,Louis Garcia,1936,9,tp
R32671,,Trio De Saxophones Alix Combelle,"Paris, December 18, 1940",1940,December,2842,Alix Combelle,1940,103,ts
R104355,,,"Stockholm, August 23, 1951",1951,August,1972,Ove Lind,1951,149,
R58007,,Betty Grable With Harry James & His Orchestra,"New York, August 20, 1945",1945,August,76748,Hal Sorin,1945,24,
R24603,Free And Easy,Don Byas Quintet,"New York, November 26, 1945",1945,November,41091,Fred Radcliffe,1945,21,d
R208745,,Bertil Lofdahls Kvartett,"Broadcast, January 2, 1952",1952,January,40243,Ivan Ekberg,1952,5,p
R121042,,Harry Roy And His Orchestra,"London, May 11, 1937",1937,May,79657,Abe Romaine,1937,28,"cl,ts,bar"
R151503,,Die Accordeon Babies,"Berlin, June, 1939",1939,June,149191,Helma,1939,1,
R148637,,,"Hollywood, CA, December 16, 1937",1937,December,147604,Peggy Dade,1937,1,vcl
R74397,,,"New York, September 20, 1955",1955,September,21438,Reuben Phillips,1955,34,bar
R35327,,Bob Crosby And His Orchestra,"New York, March 4, 1940",1940,March,6395,Billy Butterfield,1940,540,tp
R15358,,,"New York, March 21, 1955",1955,March,2629,Herbie Lovelle,1955,93,d
R27673,,,"New York, February 15, 1946",1946,February,44834,Gil Parks,1946,16,reeds
R56515,,"Frank ""Big Boy"" Goodie GJC All Stars","Berlin, September 2, 1952",1952,September,76014,Wolf van Well,1952,2,g
R24598,,,"New York, September 12, 1945",1945,September,12672,Johnny Guarnieri,1945,258,p
R56353,,Nat Gonella And His New Georgians,"London, August 14, 1940",1940,August,18565,Will Hemmings,1940,33,b
R4739,,,"New York, December 8, 1953",1953,December,10748,Leo Anthony,1953,294,
R124,,,"New York, April 18, 1935",1935,April,493,Dick Dickson,1935,17,
R186635,,,"NBC radio ""Fleishmann Yeast Show"", Chicago, Ill, May 21, 1937",1937,May,2511,George Matthews,1937,110,
R90380,,,"Concert ""Town Hall"", New York, October 11, 1947",1947,October,6834,Edmond Hall,1947,259,cl
R55030,Bebop Enters Sweden 1947-49,,"Vinterpalatset, Stockholm, Sweden, February 2, 1948",1948,February,8753,John Lewis,1948,329,p
R32857,,Eddie Condon Blue Network Show 13 (AFRS 11),"Broadcast ""Town Hall"", New York, August 12, 1944",1944,August,51586,Joe Grauso,1944,31,d
R5765,New Orleans,(Sessions Continued),"Hollywood, CA, from September 11 to October, 1946",1946,September,12656,Nat Allen,1946,4,
R74190,,Jezkuv Swing Band,"Prague, November 12, 1937",1937,November,90188,Karel Vacek,1937,4,
R115056,Svensk Jazzhistoria Vol 3,,"Broadcast, ""Modern Dansmusik"", Stockholm, Sweden, June 29, 1938",1938,June,29078,Hugo Holmgren,1938,8,b
R26188,,Tony Young Et Son Grand Orchestre De Danse,"Brussels, February 5, 1943",1943,February,19626,Bobby Naret,1943,69,
R161585,,,"WMGM broadcast, Dr. Jazz, ""Jimmy Ryan's"", New York, December 19, 1951",1951,December,6800,Don Kirkpatrick,1951,60,
R128124,,Tony Short Trio,"London, December 2, 1945",1945,December,116722,Roy Wykes,1945,5,d
R55019,,Dizzy Gillespie And His Orchestra,"New York, November 10, 1946",1946,November,63992,Bill Frazier,1946,5,ts
R78099,,Hal Kemp And His Orchestra,"Hollywood, December 11, 1940",1940,December,30062,Lou Busch,1940,8,p
R154795,,,"New York, May 18, 1950",1950,May,21604,Phil Guilbeau,1950,63,tp
R96139,,Glenn Miller And His Orchestra,"New York, August 14, 1940",1940,August,17026,Maurice Purtill,1940,392,d
R133194,,Sam Browne Acc By The Squadronaires,"London, August 22, 1949",1949,August,135293,Harry Firth Archer,1949,10,b
R111062,,,"New York, July 1, 1950",1950,July,2508,Ray Brown,1950,887,b
R160212,That's Earl Brother,Earl Bostic and his Orchestra,"New York, poss. November-December 1945",1945,November,42454,"Walter ""Foots"" Thomas",1945,117,ts
R90384,,,"Los Angeles, March 5, 1952",1952,March,12907,Dick Cathcart,1952,71,tp
R107816,,,"New York, November 12, 1949",1949,November,21,Roy Haynes,1949,409,d
R167908,,Jerry Jerome And His All American Band,"NCB ""Teen Timers"" Show, New York, c. 1947",1947,,10758,Will Bradley,1947,267,
R11223,,Count Basie And His Orchestra,"radio broadcast, ""Royal Roost"", New York City, September 11, 1948",1948,September,4586,Freddie Green,1948,713,g
R7062,,Georgie Auld And His Orchestra,"New York, June 14, 1946",1946,June,14861,Gene Zanoni,1946,34,as
R145775,,Sarah Vaughan Acc By Paul Weston And His Orchestra,"Los Angeles, June 1, 1951",1951,June,10913,Zeke Zarchy,1951,377,
R29635,,,"Cologne, Germany, early 1953",1953,,27980,Frans Poptie,1953,30,cond
R10450,,,"New York, May 20, 1946",1946,May,20299,Porky Cohen,1946,61,
R51917,,Bud Freeman And His V-Disc Jumpers,"New York, October 4, 1945",1945,October,71591,Bill Mustard,1945,23,tb
R132568,,Earle Spencer & His Orchestra,"Hollywood, CA, August 16, 1946",1946,August,10172,Jackie Mills,1946,160,d
R161227,,Hank D'Amico And His Orchestra,"New York, November 7, 1947",1947,November,40729,Bill Vitale,1947,11,
R27127,,,"AFRS Jubilee no. 191, Los Angeles, May/June 1946",1946,May,11002,Herb Jeffries,1946,132,vcl
R61674,,,"New York, April 21, 1950",1950,April,79769,Sonny Parker,1950,24,
R154279,,,"New York, March 21, 1950",1950,March,4648,Al Klink,1950,626,ts
